Gene	KO_ID
TOBG-MED-1269_306	NA
TOBG-MED-1269_329	K01937
TOBG-MED-1269_388	K14520
TOBG-MED-1269_406	NA
TOBG-MED-1269_422	NA
TOBG-MED-1269_435	K01485
TOBG-MED-1269_459	K01039
TOBG-MED-1269_477	NA
TOBG-MED-1269_482	K01740
TOBG-MED-1269_491	K00729
TOBG-MED-1269_505	NA
TOBG-MED-1269_530	K01586
TOBG-MED-1269_577	K07068
TOBG-MED-1269_604	K00948
TOBG-MED-1269_626	NA
TOBG-MED-1269_627	K00038
TOBG-MED-1269_633	NA
TOBG-MED-1269_673	NA
TOBG-MED-1269_688	NA
TOBG-MED-1269_751	NA
TOBG-MED-1269_757	K01868
TOBG-MED-1269_774	NA
TOBG-MED-1269_80	NA
TOBG-MED-1269_843	K01998
TOBG-MED-1269_849	K07401
TOBG-MED-1269_850	NA
TOBG-MED-1269_874	K06381
TOBG-MED-1269_906	K13668
TOBG-MED-1269_945	NA
TOBG-MED-1269_946	NA
TOBG-MED-1269_949	NA
TOBG-MED-1269_96	K06020
TOBG-MED-1269_983	NA
TOBG-MED-1269_991	NA
TOBG-MED-1269_997	K00342
TOBG-MED-1270_1000	K23269
TOBG-MED-1270_1004	K01923
TOBG-MED-1270_1006	K01588
TOBG-MED-1270_1012	K04043
TOBG-MED-1270_1013	K01834
TOBG-MED-1270_1016	NA
TOBG-MED-1270_1019	K02314
TOBG-MED-1270_102	NA
TOBG-MED-1270_1026	NA
TOBG-MED-1270_1028	NA
TOBG-MED-1270_1031	NA
TOBG-MED-1270_1032	K03980
TOBG-MED-1270_1034	NA
TOBG-MED-1270_1044	K03217
TOBG-MED-1270_1045	K08998
TOBG-MED-1270_1050	NA
TOBG-MED-1270_1051	K02470
TOBG-MED-1270_1052	K02469
TOBG-MED-1270_1054	NA
TOBG-MED-1270_1059	NA
TOBG-MED-1270_1060	NA
TOBG-MED-1270_1062	NA
TOBG-MED-1270_1064	NA
TOBG-MED-1270_1074	NA
TOBG-MED-1270_1075	NA
TOBG-MED-1270_1076	NA
TOBG-MED-1270_1077	NA
TOBG-MED-1270_108	NA
TOBG-MED-1270_1082	NA
TOBG-MED-1270_1088	NA
TOBG-MED-1270_1091	NA
TOBG-MED-1270_1094	NA
TOBG-MED-1270_1095	NA
TOBG-MED-1270_1097	K03320
TOBG-MED-1270_1098	NA
TOBG-MED-1270_110	NA
TOBG-MED-1270_1100	K07340
TOBG-MED-1270_1101	NA
TOBG-MED-1270_1102	NA
TOBG-MED-1270_1104	NA
TOBG-MED-1270_111	NA
TOBG-MED-1270_1115	NA
TOBG-MED-1270_1116	NA
TOBG-MED-1270_1119	NA
TOBG-MED-1270_112	NA
TOBG-MED-1270_1121	NA
TOBG-MED-1270_1124	K07749
TOBG-MED-1270_1125	NA
TOBG-MED-1270_113	K00059
TOBG-MED-1270_1130	NA
TOBG-MED-1270_1139	NA
TOBG-MED-1270_1146	K03699
TOBG-MED-1270_115	NA
TOBG-MED-1270_1153	K22311
TOBG-MED-1270_1154	K08256
TOBG-MED-1270_1156	NA
TOBG-MED-1270_1157	K06215
TOBG-MED-1270_1164	K07568
TOBG-MED-1270_1165	K00773
TOBG-MED-1270_1167	NA
TOBG-MED-1270_1168	NA
TOBG-MED-1270_1173	K07478
TOBG-MED-1270_1175	K01872
TOBG-MED-1270_1181	NA
TOBG-MED-1270_1182	K02356
TOBG-MED-1270_1187	K01955
TOBG-MED-1270_1193	K13038
TOBG-MED-1270_1194	K00789
TOBG-MED-1270_1195	K04066
TOBG-MED-1270_1199	K07095
TOBG-MED-1270_120	NA
TOBG-MED-1270_1200	NA
TOBG-MED-1270_1201	NA
TOBG-MED-1270_1204	NA
TOBG-MED-1270_1212	K00765
TOBG-MED-1270_1217	NA
TOBG-MED-1270_1218	K01889
TOBG-MED-1270_1219	K01890
TOBG-MED-1270_1220	NA
TOBG-MED-1270_1224	K07749
TOBG-MED-1270_1228	NA
TOBG-MED-1270_123	NA
TOBG-MED-1270_1232	K00265
TOBG-MED-1270_1233	NA
TOBG-MED-1270_1235	K00930
TOBG-MED-1270_1236	K00821
TOBG-MED-1270_1237	K00611
TOBG-MED-1270_1244	NA
TOBG-MED-1270_1245	NA
TOBG-MED-1270_1249	NA
TOBG-MED-1270_1251	K03520
TOBG-MED-1270_1253	K03518
TOBG-MED-1270_1261	K01999
TOBG-MED-1270_1268	NA
TOBG-MED-1270_1274	K01823
TOBG-MED-1270_1277	NA
TOBG-MED-1270_1279	NA
TOBG-MED-1270_128	NA
TOBG-MED-1270_1280	NA
TOBG-MED-1270_1281	NA
TOBG-MED-1270_1285	K03520
TOBG-MED-1270_129	K07749
TOBG-MED-1270_1291	K06876
TOBG-MED-1270_1292	NA
TOBG-MED-1270_1295	NA
TOBG-MED-1270_1298	K01426
TOBG-MED-1270_1302	NA
TOBG-MED-1270_1314	K11754
TOBG-MED-1270_1320	K05837
TOBG-MED-1270_1321	NA
TOBG-MED-1270_1327	K00931
TOBG-MED-1270_1328	K00147
TOBG-MED-1270_133	NA
TOBG-MED-1270_1331	K01626
TOBG-MED-1270_1332	NA
TOBG-MED-1270_1333	K00969
TOBG-MED-1270_1338	NA
TOBG-MED-1270_1348	K05838
TOBG-MED-1270_1349	K02340
TOBG-MED-1270_1356	NA
TOBG-MED-1270_1357	NA
TOBG-MED-1270_137	NA
TOBG-MED-1270_138	NA
TOBG-MED-1270_139	NA
TOBG-MED-1270_14	K02355
TOBG-MED-1270_141	K00483
TOBG-MED-1270_149	NA
TOBG-MED-1270_15	K02358
TOBG-MED-1270_150	NA
TOBG-MED-1270_151	NA
TOBG-MED-1270_157	K00101
TOBG-MED-1270_158	NA
TOBG-MED-1270_16	K03547
TOBG-MED-1270_163	NA
TOBG-MED-1270_167	K00657
TOBG-MED-1270_168	NA
TOBG-MED-1270_17	K06158
TOBG-MED-1270_171	K07223
TOBG-MED-1270_173	NA
TOBG-MED-1270_176	K01692
TOBG-MED-1270_178	NA
TOBG-MED-1270_179	NA
TOBG-MED-1270_180	NA
TOBG-MED-1270_184	NA
TOBG-MED-1270_185	NA
TOBG-MED-1270_186	NA
TOBG-MED-1270_187	NA
TOBG-MED-1270_189	K00038
TOBG-MED-1270_193	K09760
TOBG-MED-1270_204	NA
TOBG-MED-1270_207	NA
TOBG-MED-1270_208	NA
TOBG-MED-1270_210	NA
TOBG-MED-1270_211	NA
TOBG-MED-1270_216	NA
TOBG-MED-1270_220	NA
TOBG-MED-1270_221	K04564
TOBG-MED-1270_223	NA
TOBG-MED-1270_224	K01669
TOBG-MED-1270_225	NA
TOBG-MED-1270_229	NA
TOBG-MED-1270_233	NA
TOBG-MED-1270_234	NA
TOBG-MED-1270_236	NA
TOBG-MED-1270_240	NA
TOBG-MED-1270_243	NA
TOBG-MED-1270_244	K08726
TOBG-MED-1270_246	NA
TOBG-MED-1270_250	NA
TOBG-MED-1270_251	K07749
TOBG-MED-1270_259	K03709
TOBG-MED-1270_260	NA
TOBG-MED-1270_261	NA
TOBG-MED-1270_265	NA
TOBG-MED-1270_266	NA
TOBG-MED-1270_277	K02274
TOBG-MED-1270_283	NA
TOBG-MED-1270_287	NA
TOBG-MED-1270_289	K01520
TOBG-MED-1270_297	K15521
TOBG-MED-1270_299	K00286
TOBG-MED-1270_30	K09795
TOBG-MED-1270_309	NA
TOBG-MED-1270_310	NA
TOBG-MED-1270_312	NA
TOBG-MED-1270_319	NA
TOBG-MED-1270_32	NA
TOBG-MED-1270_320	K00336
TOBG-MED-1270_322	K00338
TOBG-MED-1270_325	K00341
TOBG-MED-1270_327	K00343
TOBG-MED-1270_328	K00330
TOBG-MED-1270_331	NA
TOBG-MED-1270_332	NA
TOBG-MED-1270_337	K00342
TOBG-MED-1270_338	K00343
TOBG-MED-1270_339	NA
TOBG-MED-1270_34	NA
TOBG-MED-1270_341	NA
TOBG-MED-1270_350	NA
TOBG-MED-1270_351	K07335
TOBG-MED-1270_352	K02057
TOBG-MED-1270_355	NA
TOBG-MED-1270_358	K16329
TOBG-MED-1270_359	K07090
TOBG-MED-1270_36	K07152
TOBG-MED-1270_360	NA
TOBG-MED-1270_361	NA
TOBG-MED-1270_363	K02551
TOBG-MED-1270_364	K02552
TOBG-MED-1270_371	NA
TOBG-MED-1270_373	K00684
TOBG-MED-1270_376	K00133
TOBG-MED-1270_38	K03637
TOBG-MED-1270_381	NA
TOBG-MED-1270_385	K03833
TOBG-MED-1270_387	K07113
TOBG-MED-1270_389	K03593
TOBG-MED-1270_391	NA
TOBG-MED-1270_393	K09022
TOBG-MED-1270_397	K01950
TOBG-MED-1270_402	NA
TOBG-MED-1270_403	NA
TOBG-MED-1270_407	NA
TOBG-MED-1270_410	K11960
TOBG-MED-1270_416	K01429
TOBG-MED-1270_417	K01428
TOBG-MED-1270_424	NA
TOBG-MED-1270_425	K06994
TOBG-MED-1270_43	K03592
TOBG-MED-1270_433	K00525
TOBG-MED-1270_441	NA
TOBG-MED-1270_446	K03595
TOBG-MED-1270_449	NA
TOBG-MED-1270_450	NA
TOBG-MED-1270_451	K01880
TOBG-MED-1270_452	NA
TOBG-MED-1270_454	K02316
TOBG-MED-1270_455	NA
TOBG-MED-1270_457	K01951
TOBG-MED-1270_459	K04077
TOBG-MED-1270_460	K04078
TOBG-MED-1270_468	K00820
TOBG-MED-1270_472	K06173
TOBG-MED-1270_473	K06015
TOBG-MED-1270_475	K02879
TOBG-MED-1270_48	K00626
TOBG-MED-1270_480	K00939
TOBG-MED-1270_487	K02994
TOBG-MED-1270_489	K02895
TOBG-MED-1270_492	K02904
TOBG-MED-1270_507	K09861
TOBG-MED-1270_513	K09970
TOBG-MED-1270_514	K09971
TOBG-MED-1270_515	K02028
TOBG-MED-1270_516	K06020
TOBG-MED-1270_519	K03657
TOBG-MED-1270_520	NA
TOBG-MED-1270_53	NA
TOBG-MED-1270_533	NA
TOBG-MED-1270_535	K03621
TOBG-MED-1270_539	K03529
TOBG-MED-1270_54	NA
TOBG-MED-1270_541	K03106
TOBG-MED-1270_547	NA
TOBG-MED-1270_552	K00981
TOBG-MED-1270_553	K00099
TOBG-MED-1270_555	K03526
TOBG-MED-1270_559	K02519
TOBG-MED-1270_562	K11753
TOBG-MED-1270_564	K00962
TOBG-MED-1270_568	NA
TOBG-MED-1270_57	NA
TOBG-MED-1270_574	K03466
TOBG-MED-1270_575	NA
TOBG-MED-1270_576	K05555
TOBG-MED-1270_579	NA
TOBG-MED-1270_58	K00763
TOBG-MED-1270_580	NA
TOBG-MED-1270_581	NA
TOBG-MED-1270_583	NA
TOBG-MED-1270_589	NA
TOBG-MED-1270_591	NA
TOBG-MED-1270_597	K12252
TOBG-MED-1270_600	NA
TOBG-MED-1270_601	NA
TOBG-MED-1270_603	K01533
TOBG-MED-1270_604	K14441
TOBG-MED-1270_607	K01975
TOBG-MED-1270_608	NA
TOBG-MED-1270_61	K01266
TOBG-MED-1270_613	K00791
TOBG-MED-1270_616	NA
TOBG-MED-1270_617	K01439
TOBG-MED-1270_619	K02146
TOBG-MED-1270_62	K05522
TOBG-MED-1270_620	NA
TOBG-MED-1270_621	K00641
TOBG-MED-1270_628	NA
TOBG-MED-1270_629	NA
TOBG-MED-1270_630	NA
TOBG-MED-1270_638	NA
TOBG-MED-1270_641	NA
TOBG-MED-1270_642	NA
TOBG-MED-1270_643	NA
TOBG-MED-1270_648	NA
TOBG-MED-1270_649	NA
TOBG-MED-1270_654	NA
TOBG-MED-1270_655	NA
TOBG-MED-1270_658	NA
TOBG-MED-1270_661	NA
TOBG-MED-1270_665	NA
TOBG-MED-1270_667	K00344
TOBG-MED-1270_669	NA
TOBG-MED-1270_671	NA
TOBG-MED-1270_674	K13356
TOBG-MED-1270_676	NA
TOBG-MED-1270_68	NA
TOBG-MED-1270_680	K01649
TOBG-MED-1270_688	NA
TOBG-MED-1270_690	NA
TOBG-MED-1270_691	NA
TOBG-MED-1270_692	K03787
TOBG-MED-1270_696	NA
TOBG-MED-1270_7	K02864
TOBG-MED-1270_70	NA
TOBG-MED-1270_707	NA
TOBG-MED-1270_708	NA
TOBG-MED-1270_709	K02510
TOBG-MED-1270_710	NA
TOBG-MED-1270_712	NA
TOBG-MED-1270_713	K14267
TOBG-MED-1270_716	NA
TOBG-MED-1270_720	K09575
TOBG-MED-1270_721	NA
TOBG-MED-1270_723	NA
TOBG-MED-1270_725	K00655
TOBG-MED-1270_726	NA
TOBG-MED-1270_730	NA
TOBG-MED-1270_736	NA
TOBG-MED-1270_737	K01130
TOBG-MED-1270_738	NA
TOBG-MED-1270_744	NA
TOBG-MED-1270_752	NA
TOBG-MED-1270_753	NA
TOBG-MED-1270_754	K00074
TOBG-MED-1270_757	K02004
TOBG-MED-1270_758	NA
TOBG-MED-1270_759	NA
TOBG-MED-1270_761	K00231
TOBG-MED-1270_763	K07560
TOBG-MED-1270_766	NA
TOBG-MED-1270_771	NA
TOBG-MED-1270_773	NA
TOBG-MED-1270_774	K00990
TOBG-MED-1270_785	K00865
TOBG-MED-1270_791	K03696
TOBG-MED-1270_793	K00796
TOBG-MED-1270_794	NA
TOBG-MED-1270_8	K02935
TOBG-MED-1270_807	NA
TOBG-MED-1270_808	K03168
TOBG-MED-1270_812	K03313
TOBG-MED-1270_814	NA
TOBG-MED-1270_816	NA
TOBG-MED-1270_819	K00239
TOBG-MED-1270_822	K02337
TOBG-MED-1270_826	NA
TOBG-MED-1270_828	NA
TOBG-MED-1270_838	NA
TOBG-MED-1270_839	NA
TOBG-MED-1270_841	K07222
TOBG-MED-1270_842	NA
TOBG-MED-1270_846	K06048
TOBG-MED-1270_848	NA
TOBG-MED-1270_853	NA
TOBG-MED-1270_858	NA
TOBG-MED-1270_859	NA
TOBG-MED-1270_86	NA
TOBG-MED-1270_865	NA
TOBG-MED-1270_867	NA
TOBG-MED-1270_87	NA
TOBG-MED-1270_876	NA
TOBG-MED-1270_88	K00088
TOBG-MED-1270_880	NA
TOBG-MED-1270_881	NA
TOBG-MED-1270_890	NA
TOBG-MED-1270_891	NA
TOBG-MED-1270_892	NA
TOBG-MED-1270_894	K17829
TOBG-MED-1270_895	K00626
TOBG-MED-1270_896	K06187
TOBG-MED-1270_898	K02343
TOBG-MED-1270_9	K03043
TOBG-MED-1270_90	NA
TOBG-MED-1270_900	K03601
TOBG-MED-1270_909	NA
TOBG-MED-1270_911	NA
TOBG-MED-1270_915	K00140
TOBG-MED-1270_916	NA
TOBG-MED-1270_92	K00276
TOBG-MED-1270_920	NA
TOBG-MED-1270_921	NA
TOBG-MED-1270_923	K07749
TOBG-MED-1270_926	NA
TOBG-MED-1270_933	K01011
TOBG-MED-1270_938	NA
TOBG-MED-1270_94	NA
TOBG-MED-1270_940	K20074
TOBG-MED-1270_942	NA
TOBG-MED-1270_947	NA
TOBG-MED-1270_95	NA
TOBG-MED-1270_960	NA
TOBG-MED-1270_961	NA
TOBG-MED-1270_962	NA
TOBG-MED-1270_963	NA
TOBG-MED-1270_966	NA
TOBG-MED-1270_968	NA
TOBG-MED-1270_97	NA
TOBG-MED-1270_972	K16014
TOBG-MED-1270_973	NA
TOBG-MED-1270_976	NA
TOBG-MED-1270_977	NA
TOBG-MED-1270_981	NA
TOBG-MED-1270_983	NA
TOBG-MED-1270_986	K00320
TOBG-MED-1270_987	K02058
TOBG-MED-1270_988	K02056
TOBG-MED-1270_99	NA
TOBG-MED-1270_992	NA
TOBG-MED-1270_995	NA
TOBG-MED-1270_998	K01933
TOBG-MED-174_101	NA
TOBG-MED-174_1012	NA
TOBG-MED-174_102	K00854
TOBG-MED-174_1022	NA
TOBG-MED-174_1043	K03495
TOBG-MED-174_1045	K03553
TOBG-MED-174_1050	K00033
TOBG-MED-174_1053	NA
TOBG-MED-174_1054	K03070
TOBG-MED-174_1056	NA
TOBG-MED-174_106	K05592
TOBG-MED-174_1076	K03274
TOBG-MED-174_1077	K00286
TOBG-MED-174_1078	NA
TOBG-MED-174_1079	NA
TOBG-MED-174_108	K01113
TOBG-MED-174_1098	NA
TOBG-MED-174_110	NA
TOBG-MED-174_111	NA
TOBG-MED-174_112	NA
TOBG-MED-174_113	NA
TOBG-MED-174_114	NA
TOBG-MED-174_115	NA
TOBG-MED-174_1150	K02428
TOBG-MED-174_116	K11941
TOBG-MED-174_1160	NA
TOBG-MED-174_1167	NA
TOBG-MED-174_1168	NA
TOBG-MED-174_1169	NA
TOBG-MED-174_117	K08984
TOBG-MED-174_1170	NA
TOBG-MED-174_1171	K16052
TOBG-MED-174_1176	K06207
TOBG-MED-174_118	K21552
TOBG-MED-174_119	NA
TOBG-MED-174_1194	K03563
TOBG-MED-174_1199	K02527
TOBG-MED-174_120	NA
TOBG-MED-174_121	NA
TOBG-MED-174_1218	K02406
TOBG-MED-174_123	NA
TOBG-MED-174_1238	NA
TOBG-MED-174_1247	K01814
TOBG-MED-174_1248	NA
TOBG-MED-174_1249	NA
TOBG-MED-174_125	NA
TOBG-MED-174_1251	NA
TOBG-MED-174_1252	NA
TOBG-MED-174_1253	NA
TOBG-MED-174_1255	NA
TOBG-MED-174_1256	NA
TOBG-MED-174_1257	NA
TOBG-MED-174_1258	K03641
TOBG-MED-174_1259	NA
TOBG-MED-174_1260	NA
TOBG-MED-174_1261	NA
TOBG-MED-174_1263	K01069
TOBG-MED-174_128	NA
TOBG-MED-174_1281	NA
TOBG-MED-174_1282	K09992
TOBG-MED-174_1284	NA
TOBG-MED-174_1285	NA
TOBG-MED-174_129	K09992
TOBG-MED-174_1291	K05566
TOBG-MED-174_1295	K05569
TOBG-MED-174_130	NA
TOBG-MED-174_131	NA
TOBG-MED-174_1314	NA
TOBG-MED-174_132	NA
TOBG-MED-174_1328	NA
TOBG-MED-174_1329	NA
TOBG-MED-174_133	NA
TOBG-MED-174_1343	K02407
TOBG-MED-174_1349	NA
TOBG-MED-174_1356	NA
TOBG-MED-174_1365	NA
TOBG-MED-174_137	NA
TOBG-MED-174_1371	K16844
TOBG-MED-174_1372	K00305
TOBG-MED-174_1373	K00302
TOBG-MED-174_1374	K00304
TOBG-MED-174_1375	K00303
TOBG-MED-174_1378	NA
TOBG-MED-174_138	K09950
TOBG-MED-174_1380	NA
TOBG-MED-174_1381	NA
TOBG-MED-174_1389	K03379
TOBG-MED-174_1390	NA
TOBG-MED-174_1391	K06400
TOBG-MED-174_1393	K13444
TOBG-MED-174_1394	K18581
TOBG-MED-174_1396	K01133
TOBG-MED-174_1398	NA
TOBG-MED-174_1399	NA
TOBG-MED-174_140	NA
TOBG-MED-174_1400	K01692
TOBG-MED-174_1401	K02529
TOBG-MED-174_1402	K07497
TOBG-MED-174_141	NA
TOBG-MED-174_142	K09955
TOBG-MED-174_143	NA
TOBG-MED-174_144	NA
TOBG-MED-174_145	NA
TOBG-MED-174_146	K09992
TOBG-MED-174_147	NA
TOBG-MED-174_148	K10255
TOBG-MED-174_150	NA
TOBG-MED-174_151	K02004
TOBG-MED-174_152	K02003
TOBG-MED-174_153	K10804
TOBG-MED-174_155	NA
TOBG-MED-174_157	K03932
TOBG-MED-174_158	NA
TOBG-MED-174_159	K00018
TOBG-MED-174_160	NA
TOBG-MED-174_161	NA
TOBG-MED-174_162	K10027
TOBG-MED-174_163	NA
TOBG-MED-174_164	K21817
TOBG-MED-174_166	NA
TOBG-MED-174_167	NA
TOBG-MED-174_168	NA
TOBG-MED-174_169	NA
TOBG-MED-174_17	K02114
TOBG-MED-174_179	NA
TOBG-MED-174_18	K04042
TOBG-MED-174_186	NA
TOBG-MED-174_19	K00820
TOBG-MED-174_190	NA
TOBG-MED-174_191	NA
TOBG-MED-174_192	NA
TOBG-MED-174_2	K01791
TOBG-MED-174_202	NA
TOBG-MED-174_204	K00231
TOBG-MED-174_24	NA
TOBG-MED-174_247	K01892
TOBG-MED-174_249	K00684
TOBG-MED-174_25	K15537
TOBG-MED-174_250	K09457
TOBG-MED-174_252	K03501
TOBG-MED-174_256	NA
TOBG-MED-174_263	NA
TOBG-MED-174_265	K03169
TOBG-MED-174_27	NA
TOBG-MED-174_279	K02558
TOBG-MED-174_28	K13256
TOBG-MED-174_281	NA
TOBG-MED-174_29	NA
TOBG-MED-174_290	K03569
TOBG-MED-174_296	K03924
TOBG-MED-174_30	NA
TOBG-MED-174_302	K02242
TOBG-MED-174_306	K01876
TOBG-MED-174_31	K02005
TOBG-MED-174_339	K02274
TOBG-MED-174_34	K03832
TOBG-MED-174_344	K08976
TOBG-MED-174_346	K00560
TOBG-MED-174_348	K01653
TOBG-MED-174_349	K00053
TOBG-MED-174_350	K01749
TOBG-MED-174_351	K02303
TOBG-MED-174_365	K00962
TOBG-MED-174_366	K02956
TOBG-MED-174_367	NA
TOBG-MED-174_368	K01469
TOBG-MED-174_37	K03561
TOBG-MED-174_371	NA
TOBG-MED-174_372	NA
TOBG-MED-174_374	NA
TOBG-MED-174_375	NA
TOBG-MED-174_377	NA
TOBG-MED-174_380	NA
TOBG-MED-174_381	NA
TOBG-MED-174_382	NA
TOBG-MED-174_385	NA
TOBG-MED-174_414	K03977
TOBG-MED-174_426	K23269
TOBG-MED-174_441	K03147
TOBG-MED-174_444	NA
TOBG-MED-174_445	K03149
TOBG-MED-174_446	K03150
TOBG-MED-174_457	NA
TOBG-MED-174_458	K01687
TOBG-MED-174_459	NA
TOBG-MED-174_475	NA
TOBG-MED-174_497	K02441
TOBG-MED-174_498	NA
TOBG-MED-174_505	K01869
TOBG-MED-174_506	K08714
TOBG-MED-174_509	NA
TOBG-MED-174_514	K18189
TOBG-MED-174_515	K00641
TOBG-MED-174_517	NA
TOBG-MED-174_526	NA
TOBG-MED-174_547	NA
TOBG-MED-174_548	K03722
TOBG-MED-174_576	K09808
TOBG-MED-174_579	NA
TOBG-MED-174_581	NA
TOBG-MED-174_582	K00705
TOBG-MED-174_584	K14155
TOBG-MED-174_594	NA
TOBG-MED-174_595	K04079
TOBG-MED-174_597	K02871
TOBG-MED-174_598	K02996
TOBG-MED-174_60	K02358
TOBG-MED-174_601	K00930
TOBG-MED-174_609	NA
TOBG-MED-174_63	NA
TOBG-MED-174_64	NA
TOBG-MED-174_640	K06891
TOBG-MED-174_641	NA
TOBG-MED-174_651	NA
TOBG-MED-174_653	K00790
TOBG-MED-174_663	NA
TOBG-MED-174_68	K02520
TOBG-MED-174_69	NA
TOBG-MED-174_699	K02003
TOBG-MED-174_70	K00677
TOBG-MED-174_71	NA
TOBG-MED-174_715	K06942
TOBG-MED-174_716	NA
TOBG-MED-174_718	NA
TOBG-MED-174_72	K01735
TOBG-MED-174_724	K12257
TOBG-MED-174_729	K02146
TOBG-MED-174_730	NA
TOBG-MED-174_74	NA
TOBG-MED-174_747	NA
TOBG-MED-174_748	K00412
TOBG-MED-174_75	NA
TOBG-MED-174_750	NA
TOBG-MED-174_751	NA
TOBG-MED-174_752	NA
TOBG-MED-174_767	K16053
TOBG-MED-174_768	NA
TOBG-MED-174_77	NA
TOBG-MED-174_770	NA
TOBG-MED-174_771	NA
TOBG-MED-174_773	NA
TOBG-MED-174_774	NA
TOBG-MED-174_775	NA
TOBG-MED-174_788	NA
TOBG-MED-174_797	NA
TOBG-MED-174_798	NA
TOBG-MED-174_801	NA
TOBG-MED-174_802	K21624
TOBG-MED-174_803	NA
TOBG-MED-174_804	K00285
TOBG-MED-174_805	K12658
TOBG-MED-174_806	NA
TOBG-MED-174_807	NA
TOBG-MED-174_809	K01912
TOBG-MED-174_810	NA
TOBG-MED-174_811	K07107
TOBG-MED-174_813	NA
TOBG-MED-174_814	NA
TOBG-MED-174_815	K02495
TOBG-MED-174_816	K17713
TOBG-MED-174_817	NA
TOBG-MED-174_818	NA
TOBG-MED-174_820	NA
TOBG-MED-174_821	K09992
TOBG-MED-174_822	NA
TOBG-MED-174_825	K07341
TOBG-MED-174_828	K09992
TOBG-MED-174_837	NA
TOBG-MED-174_844	K01689
TOBG-MED-174_845	K01881
TOBG-MED-174_846	K01918
TOBG-MED-174_847	K00278
TOBG-MED-174_848	K00077
TOBG-MED-174_849	NA
TOBG-MED-174_850	NA
TOBG-MED-174_851	NA
TOBG-MED-174_852	K03043
TOBG-MED-174_853	NA
TOBG-MED-174_854	K03046
TOBG-MED-174_859	K02906
TOBG-MED-174_865	K02982
TOBG-MED-174_872	K02954
TOBG-MED-174_874	K02933
TOBG-MED-174_880	K02948
TOBG-MED-174_881	K02986
TOBG-MED-174_882	K03040
TOBG-MED-174_884	K01951
TOBG-MED-174_885	NA
TOBG-MED-174_886	K00817
TOBG-MED-174_887	NA
TOBG-MED-174_889	NA
TOBG-MED-174_890	NA
TOBG-MED-174_891	K03621
TOBG-MED-174_895	NA
TOBG-MED-174_90	NA
TOBG-MED-174_911	K14393
TOBG-MED-174_915	NA
TOBG-MED-174_916	NA
TOBG-MED-174_917	K07146
TOBG-MED-174_918	K12132
TOBG-MED-174_921	NA
TOBG-MED-174_922	NA
TOBG-MED-174_923	NA
TOBG-MED-174_924	K01448
TOBG-MED-174_925	NA
TOBG-MED-174_926	NA
TOBG-MED-174_927	NA
TOBG-MED-174_929	K00648
TOBG-MED-174_935	NA
TOBG-MED-174_936	K10773
TOBG-MED-174_937	K03695
TOBG-MED-174_941	K03701
TOBG-MED-174_942	K01866
TOBG-MED-174_947	NA
TOBG-MED-174_949	NA
TOBG-MED-174_950	K00948
TOBG-MED-174_956	K03111
TOBG-MED-174_957	K02990
TOBG-MED-174_960	NA
TOBG-MED-174_961	NA
TOBG-MED-174_963	K01755
TOBG-MED-174_964	K00240
TOBG-MED-174_965	K00239
TOBG-MED-174_966	K00241
TOBG-MED-174_967	K01937
TOBG-MED-174_968	NA
TOBG-MED-174_969	NA
TOBG-MED-174_970	NA
TOBG-MED-174_986	K02500
TOBG-MED-174_989	NA
TOBG-MED-587_100	K01185
TOBG-MED-587_1000	K11075
TOBG-MED-587_1001	K11074
TOBG-MED-587_1003	NA
TOBG-MED-587_1004	NA
TOBG-MED-587_1005	NA
TOBG-MED-587_1006	NA
TOBG-MED-587_1008	K03218
TOBG-MED-587_1009	NA
TOBG-MED-587_1011	K02601
TOBG-MED-587_1012	NA
TOBG-MED-587_1013	NA
TOBG-MED-587_1014	NA
TOBG-MED-587_1015	K02867
TOBG-MED-587_1016	K02863
TOBG-MED-587_1017	K02864
TOBG-MED-587_1018	K02935
TOBG-MED-587_1019	K03043
TOBG-MED-587_102	NA
TOBG-MED-587_1020	K03046
TOBG-MED-587_1021	NA
TOBG-MED-587_1022	NA
TOBG-MED-587_1024	K02992
TOBG-MED-587_1025	K02355
TOBG-MED-587_1026	K02358
TOBG-MED-587_1028	K02906
TOBG-MED-587_1029	K02926
TOBG-MED-587_103	NA
TOBG-MED-587_1030	K02892
TOBG-MED-587_1031	K02886
TOBG-MED-587_1032	K02965
TOBG-MED-587_1034	K02982
TOBG-MED-587_1035	K02878
TOBG-MED-587_1039	K02895
TOBG-MED-587_104	NA
TOBG-MED-587_1040	K02931
TOBG-MED-587_1041	K02954
TOBG-MED-587_1042	K02994
TOBG-MED-587_1043	K02933
TOBG-MED-587_1045	K02988
TOBG-MED-587_1048	K03076
TOBG-MED-587_1049	K00939
TOBG-MED-587_1051	K02948
TOBG-MED-587_1052	K03040
TOBG-MED-587_1053	K02879
TOBG-MED-587_1055	K04771
TOBG-MED-587_1056	K07478
TOBG-MED-587_1057	K06199
TOBG-MED-587_1058	K06179
TOBG-MED-587_1059	NA
TOBG-MED-587_106	NA
TOBG-MED-587_1060	K01091
TOBG-MED-587_1061	K07290
TOBG-MED-587_1062	K07556
TOBG-MED-587_1064	NA
TOBG-MED-587_1065	NA
TOBG-MED-587_1069	NA
TOBG-MED-587_107	NA
TOBG-MED-587_1070	K03568
TOBG-MED-587_1071	NA
TOBG-MED-587_1072	K02275
TOBG-MED-587_1073	K02274
