CDS	DNA	RNA
TOBG-MED-1269_1772	14	0
TOBG-MED-1269_1783	2	0
TOBG-MED-1269_1785	1	0
TOBG-MED-1269_1790	2	0
TOBG-MED-1269_1795	1	0
TOBG-MED-1269_1798	1	0
TOBG-MED-1269_1813	9	0
TOBG-MED-1269_1814	5	0
TOBG-MED-1269_1821	1	0
TOBG-MED-1269_1844	1	0
TOBG-MED-1269_1850	1	0
TOBG-MED-1269_1903	2	0
TOBG-MED-1269_1905	2	0
TOBG-MED-1269_1915	1	0
TOBG-MED-1269_233	1	0
TOBG-MED-1269_26	1	0
TOBG-MED-1269_263	1	0
TOBG-MED-1269_270	1	0
TOBG-MED-1269_277	1	0
TOBG-MED-1269_278	1	0
TOBG-MED-1269_28	1	0
TOBG-MED-1269_285	1	0
TOBG-MED-1269_299	4	0
TOBG-MED-1269_306	2	0
TOBG-MED-1269_329	1	0
TOBG-MED-1269_388	1	0
TOBG-MED-1269_406	1	0
TOBG-MED-1269_422	14	1
TOBG-MED-1269_435	1	0
TOBG-MED-1269_459	1	0
TOBG-MED-1269_477	1	0
TOBG-MED-1269_482	1	0
TOBG-MED-1269_491	2	0
TOBG-MED-1269_505	1	0
TOBG-MED-1269_530	1	0
TOBG-MED-1269_577	4	0
TOBG-MED-1269_604	1	0
TOBG-MED-1269_626	1	0
TOBG-MED-1269_627	1	0
TOBG-MED-1269_633	1	0
TOBG-MED-1269_673	2	7
TOBG-MED-1269_688	1	0
TOBG-MED-1269_751	1	0
TOBG-MED-1269_757	1	1
TOBG-MED-1269_774	1	0
TOBG-MED-1269_80	1	0
TOBG-MED-1269_843	1	0
TOBG-MED-1269_849	1	0
TOBG-MED-1269_850	1	0
TOBG-MED-1269_874	1	0
TOBG-MED-1269_906	1	0
TOBG-MED-1269_945	1	0
TOBG-MED-1269_946	1	0
TOBG-MED-1269_949	1	0
TOBG-MED-1269_96	1	0
TOBG-MED-1269_983	1	0
TOBG-MED-1269_991	1	0
TOBG-MED-1269_997	1	0
TOBG-MED-1270_1000	1	0
TOBG-MED-1270_1004	1	0
TOBG-MED-1270_1006	1	0
TOBG-MED-1270_1012	1	0
TOBG-MED-1270_1013	1	0
TOBG-MED-1270_1016	2	0
TOBG-MED-1270_1019	1	0
TOBG-MED-1270_102	1	0
TOBG-MED-1270_1026	1	0
TOBG-MED-1270_1028	1	0
TOBG-MED-1270_1031	1	0
TOBG-MED-1270_1032	1	0
TOBG-MED-1270_1034	2	0
TOBG-MED-1270_1044	1	0
TOBG-MED-1270_1045	1	0
TOBG-MED-1270_1050	1	0
TOBG-MED-1270_1051	1	5
TOBG-MED-1270_1052	1	0
TOBG-MED-1270_1054	2	0
TOBG-MED-1270_1059	1	0
TOBG-MED-1270_1060	1	0
TOBG-MED-1270_1062	1	0
TOBG-MED-1270_1064	1	0
TOBG-MED-1270_1074	2	0
TOBG-MED-1270_1075	1	0
TOBG-MED-1270_1076	1	0
TOBG-MED-1270_1077	1	0
TOBG-MED-1270_108	1	0
TOBG-MED-1270_1082	1	0
TOBG-MED-1270_1088	1	0
TOBG-MED-1270_1091	1	0
TOBG-MED-1270_1094	1	0
TOBG-MED-1270_1095	1	0
TOBG-MED-1270_1097	1	0
TOBG-MED-1270_1098	1	0
TOBG-MED-1270_110	1	0
TOBG-MED-1270_1100	1	0
TOBG-MED-1270_1101	1	0
TOBG-MED-1270_1102	2	0
TOBG-MED-1270_1104	1	0
TOBG-MED-1270_111	1	0
TOBG-MED-1270_1115	2	0
TOBG-MED-1270_1116	1	0
TOBG-MED-1270_1119	1	0
TOBG-MED-1270_112	1	0
TOBG-MED-1270_1121	1	0
TOBG-MED-1270_1124	1	0
TOBG-MED-1270_1125	2	0
TOBG-MED-1270_113	1	0
TOBG-MED-1270_1130	1	0
TOBG-MED-1270_1139	1	0
TOBG-MED-1270_1146	1	0
TOBG-MED-1270_115	1	0
TOBG-MED-1270_1153	1	0
TOBG-MED-1270_1154	1	0
TOBG-MED-1270_1156	1	0
TOBG-MED-1270_1157	1	0
TOBG-MED-1270_1164	1	0
TOBG-MED-1270_1165	1	0
TOBG-MED-1270_1167	1	0
TOBG-MED-1270_1168	2	0
TOBG-MED-1270_1173	1	0
TOBG-MED-1270_1175	1	0
TOBG-MED-1270_1181	2	0
TOBG-MED-1270_1182	2	0
TOBG-MED-1270_1187	2	0
TOBG-MED-1270_1193	1	0
TOBG-MED-1270_1194	1	0
TOBG-MED-1270_1195	1	0
TOBG-MED-1270_1199	1	0
TOBG-MED-1270_120	1	5
TOBG-MED-1270_1200	1	0
TOBG-MED-1270_1201	1	0
TOBG-MED-1270_1204	1	0
TOBG-MED-1270_1212	1	0
TOBG-MED-1270_1217	1	7
TOBG-MED-1270_1218	1	0
TOBG-MED-1270_1219	2	0
TOBG-MED-1270_1220	1	0
TOBG-MED-1270_1224	1	0
TOBG-MED-1270_1228	1	0
TOBG-MED-1270_123	1	0
TOBG-MED-1270_1232	1	0
TOBG-MED-1270_1233	2	0
TOBG-MED-1270_1235	1	0
TOBG-MED-1270_1236	1	0
TOBG-MED-1270_1237	1	0
TOBG-MED-1270_1244	418.959	0
TOBG-MED-1270_1245	4	0
TOBG-MED-1270_1249	7	0
TOBG-MED-1270_1251	1	0
TOBG-MED-1270_1253	1	0
TOBG-MED-1270_1261	1	0
TOBG-MED-1270_1268	1	0
TOBG-MED-1270_1274	1	0
TOBG-MED-1270_1277	24	0
TOBG-MED-1270_1279	8	0
TOBG-MED-1270_128	2	0
TOBG-MED-1270_1280	1	0
TOBG-MED-1270_1281	1	0
TOBG-MED-1270_1285	1	0
TOBG-MED-1270_129	2	0
TOBG-MED-1270_1291	2	0
TOBG-MED-1270_1292	1	0
TOBG-MED-1270_1295	1	0
TOBG-MED-1270_1298	1	0
TOBG-MED-1270_1302	1	0
TOBG-MED-1270_1314	2	0
TOBG-MED-1270_1320	1	0
TOBG-MED-1270_1321	1	0
TOBG-MED-1270_1327	1	0
TOBG-MED-1270_1328	2	2
TOBG-MED-1270_133	1	0
TOBG-MED-1270_1331	1	0
TOBG-MED-1270_1332	1	4
TOBG-MED-1270_1333	1	0
TOBG-MED-1270_1338	2	0
TOBG-MED-1270_1348	1	0
TOBG-MED-1270_1349	1	0
TOBG-MED-1270_1356	1	0
TOBG-MED-1270_1357	1	0
TOBG-MED-1270_137	1	0
TOBG-MED-1270_138	1	5
TOBG-MED-1270_139	3	0
TOBG-MED-1270_14	5	30
TOBG-MED-1270_141	1	0
TOBG-MED-1270_149	1	0
TOBG-MED-1270_15	1	25
TOBG-MED-1270_150	1	0
TOBG-MED-1270_151	1	3
TOBG-MED-1270_157	1	0
TOBG-MED-1270_158	1	0
TOBG-MED-1270_16	10	8
TOBG-MED-1270_163	2	0
TOBG-MED-1270_167	1	0
TOBG-MED-1270_168	1	5
TOBG-MED-1270_17	1	0
TOBG-MED-1270_171	1	0
TOBG-MED-1270_173	1	0
TOBG-MED-1270_176	1	0
TOBG-MED-1270_178	5	12
TOBG-MED-1270_179	9	0
TOBG-MED-1270_180	7	79
TOBG-MED-1270_184	1	0
TOBG-MED-1270_185	1	0
TOBG-MED-1270_186	1	0
TOBG-MED-1270_187	1	0
TOBG-MED-1270_189	1	0
TOBG-MED-1270_193	1	0
TOBG-MED-1270_204	1	0
TOBG-MED-1270_207	1	0
TOBG-MED-1270_208	1	0
TOBG-MED-1270_210	2	0
TOBG-MED-1270_211	1	0
TOBG-MED-1270_216	1	0
TOBG-MED-1270_220	2	0
TOBG-MED-1270_221	1	0
TOBG-MED-1270_223	1	0
TOBG-MED-1270_224	1	0
TOBG-MED-1270_225	1	0
TOBG-MED-1270_229	2	0
TOBG-MED-1270_233	1	0
TOBG-MED-1270_234	2	0
TOBG-MED-1270_236	1	0
TOBG-MED-1270_240	1	0
TOBG-MED-1270_243	3	0
TOBG-MED-1270_244	1	0
TOBG-MED-1270_246	1	0
TOBG-MED-1270_250	1	1
TOBG-MED-1270_251	1	0
TOBG-MED-1270_259	6	6
TOBG-MED-1270_260	8	0
TOBG-MED-1270_261	1	0
TOBG-MED-1270_265	1	0
TOBG-MED-1270_266	4	0
TOBG-MED-1270_277	1	5
TOBG-MED-1270_283	1	0
TOBG-MED-1270_287	1	0
TOBG-MED-1270_289	2	0
TOBG-MED-1270_297	1	0
TOBG-MED-1270_299	1	0
TOBG-MED-1270_30	1	0
TOBG-MED-1270_309	1	0
TOBG-MED-1270_310	1	0
TOBG-MED-1270_312	1	0
TOBG-MED-1270_319	1	0
TOBG-MED-1270_32	1	0
TOBG-MED-1270_320	1	1
TOBG-MED-1270_322	1	0
TOBG-MED-1270_325	1	0
TOBG-MED-1270_327	1	0
TOBG-MED-1270_328	1	0
TOBG-MED-1270_331	3	0
TOBG-MED-1270_332	1	0
TOBG-MED-1270_337	4	0
TOBG-MED-1270_338	1	0
TOBG-MED-1270_339	1	0
TOBG-MED-1270_34	1	0
TOBG-MED-1270_341	1	0
TOBG-MED-1270_350	1	0
TOBG-MED-1270_351	8	8
TOBG-MED-1270_352	1	0
TOBG-MED-1270_355	1	0
TOBG-MED-1270_358	1	0
TOBG-MED-1270_359	1	0
TOBG-MED-1270_36	4	0
TOBG-MED-1270_360	1	0
TOBG-MED-1270_361	1	0
TOBG-MED-1270_363	2	0
TOBG-MED-1270_364	2	0
TOBG-MED-1270_371	1	0
TOBG-MED-1270_373	1	0
TOBG-MED-1270_376	2	0
TOBG-MED-1270_38	2	0
TOBG-MED-1270_381	1	2
TOBG-MED-1270_385	1	0
TOBG-MED-1270_387	1	0
TOBG-MED-1270_389	1	1
TOBG-MED-1270_391	1	0
TOBG-MED-1270_393	1	0
TOBG-MED-1270_397	2	0
TOBG-MED-1270_402	1	0
TOBG-MED-1270_403	1	0
TOBG-MED-1270_407	1	0
TOBG-MED-1270_410	3	0
TOBG-MED-1270_416	2	0
TOBG-MED-1270_417	2	0
TOBG-MED-1270_424	3	0
TOBG-MED-1270_425	2	0
TOBG-MED-1270_43	1	0
TOBG-MED-1270_433	2	0
TOBG-MED-1270_441	1	0
TOBG-MED-1270_446	1	0
TOBG-MED-1270_449	1	0
TOBG-MED-1270_450	1	0
TOBG-MED-1270_451	1	0
TOBG-MED-1270_452	3	0
TOBG-MED-1270_454	3	0
TOBG-MED-1270_455	9	0
TOBG-MED-1270_457	5	6
TOBG-MED-1270_459	1	0
TOBG-MED-1270_460	4	58
TOBG-MED-1270_468	2	0
TOBG-MED-1270_472	1	0
TOBG-MED-1270_473	1	0
TOBG-MED-1270_475	1	0
TOBG-MED-1270_48	2	3
TOBG-MED-1270_480	1	0
TOBG-MED-1270_487	2	0
TOBG-MED-1270_489	2	0
TOBG-MED-1270_492	1	0
TOBG-MED-1270_507	1	0
TOBG-MED-1270_513	1	0
TOBG-MED-1270_514	1	0
TOBG-MED-1270_515	1	0
TOBG-MED-1270_516	1	0
TOBG-MED-1270_519	1	0
TOBG-MED-1270_520	1	0
TOBG-MED-1270_53	2	0
TOBG-MED-1270_533	1	0
TOBG-MED-1270_535	1	0
TOBG-MED-1270_539	3	0
TOBG-MED-1270_54	1	0
TOBG-MED-1270_541	1	0
TOBG-MED-1270_547	1	0
TOBG-MED-1270_552	1	0
TOBG-MED-1270_553	1	0
TOBG-MED-1270_555	3	0
TOBG-MED-1270_559	1	0
TOBG-MED-1270_562	1	0
TOBG-MED-1270_564	2	0
TOBG-MED-1270_568	1	0
TOBG-MED-1270_57	1	0
TOBG-MED-1270_574	2	0
TOBG-MED-1270_575	2	0
TOBG-MED-1270_576	1	0
TOBG-MED-1270_579	1	0
TOBG-MED-1270_58	1	0
TOBG-MED-1270_580	1	0
TOBG-MED-1270_581	1	0
TOBG-MED-1270_583	1	0
TOBG-MED-1270_589	1	0
TOBG-MED-1270_591	1	0
TOBG-MED-1270_597	1	0
TOBG-MED-1270_600	4	0
TOBG-MED-1270_601	1	0
TOBG-MED-1270_603	1	6
TOBG-MED-1270_604	1	0
TOBG-MED-1270_607	1	0
TOBG-MED-1270_608	1	0
TOBG-MED-1270_61	1	0
TOBG-MED-1270_613	1	0
TOBG-MED-1270_616	1	0
TOBG-MED-1270_617	1	0
TOBG-MED-1270_619	1	0
TOBG-MED-1270_62	1	0
TOBG-MED-1270_620	1	0
TOBG-MED-1270_621	2	0
TOBG-MED-1270_628	1	0
TOBG-MED-1270_629	2	0
TOBG-MED-1270_630	18	15
TOBG-MED-1270_638	1	0
TOBG-MED-1270_641	1	0
TOBG-MED-1270_642	1	0
TOBG-MED-1270_643	2	0
TOBG-MED-1270_648	1	0
TOBG-MED-1270_649	1	0
TOBG-MED-1270_654	3	0
TOBG-MED-1270_655	1	0
TOBG-MED-1270_658	1	0
TOBG-MED-1270_661	1	0
TOBG-MED-1270_665	1	0
TOBG-MED-1270_667	1	0
TOBG-MED-1270_669	1	0
TOBG-MED-1270_671	1	0
TOBG-MED-1270_674	1	2
TOBG-MED-1270_676	1	0
TOBG-MED-1270_68	2	0
TOBG-MED-1270_680	1	0
TOBG-MED-1270_688	1	0
TOBG-MED-1270_690	5	0
TOBG-MED-1270_691	13	0
TOBG-MED-1270_692	15	22
TOBG-MED-1270_696	1	0
TOBG-MED-1270_7	1	0
TOBG-MED-1270_70	1	0
TOBG-MED-1270_707	1	6
TOBG-MED-1270_708	1	0
TOBG-MED-1270_709	1	0
TOBG-MED-1270_710	1	0
TOBG-MED-1270_712	2	0
TOBG-MED-1270_713	1	0
TOBG-MED-1270_716	1	0
TOBG-MED-1270_720	1	4
TOBG-MED-1270_721	1	0
TOBG-MED-1270_723	1	0
TOBG-MED-1270_725	1	0
TOBG-MED-1270_726	1	0
TOBG-MED-1270_730	1	0
TOBG-MED-1270_736	1	0
TOBG-MED-1270_737	1	0
TOBG-MED-1270_738	1	0
TOBG-MED-1270_744	1	0
TOBG-MED-1270_752	2	0
TOBG-MED-1270_753	2	0
TOBG-MED-1270_754	1	0
TOBG-MED-1270_757	1	0
TOBG-MED-1270_758	1	0
TOBG-MED-1270_759	3	0
TOBG-MED-1270_761	1	0
TOBG-MED-1270_763	1	0
TOBG-MED-1270_766	1	14
TOBG-MED-1270_771	1	0
TOBG-MED-1270_773	1	0
TOBG-MED-1270_774	2	0
TOBG-MED-1270_785	1	0
TOBG-MED-1270_791	2	0
TOBG-MED-1270_793	1	0
TOBG-MED-1270_794	1	7
TOBG-MED-1270_8	2	0
TOBG-MED-1270_807	1	0
TOBG-MED-1270_808	3	0
TOBG-MED-1270_812	1	0
TOBG-MED-1270_814	1	0
TOBG-MED-1270_816	1	0
TOBG-MED-1270_819	1	0
TOBG-MED-1270_822	2	0
TOBG-MED-1270_826	1	0
TOBG-MED-1270_828	8	0
TOBG-MED-1270_838	4	0
TOBG-MED-1270_839	1	0
TOBG-MED-1270_841	1	0
TOBG-MED-1270_842	1	7
TOBG-MED-1270_846	2	0
TOBG-MED-1270_848	1	0
TOBG-MED-1270_853	1	0
TOBG-MED-1270_858	1	0
TOBG-MED-1270_859	1	0
TOBG-MED-1270_86	1	0
TOBG-MED-1270_865	1	0
TOBG-MED-1270_867	1	0
TOBG-MED-1270_87	1	0
TOBG-MED-1270_876	1	0
TOBG-MED-1270_88	1	0
TOBG-MED-1270_880	1	0
TOBG-MED-1270_881	1	0
TOBG-MED-1270_890	2	0
TOBG-MED-1270_891	3	0
TOBG-MED-1270_892	1	0
TOBG-MED-1270_894	1	0
TOBG-MED-1270_895	1	0
TOBG-MED-1270_896	1	0
TOBG-MED-1270_898	3	0
TOBG-MED-1270_9	2	2
TOBG-MED-1270_90	1	0
TOBG-MED-1270_900	1	0
TOBG-MED-1270_909	2	0
TOBG-MED-1270_911	1	0
TOBG-MED-1270_915	2	0
TOBG-MED-1270_916	1	0
TOBG-MED-1270_92	1	0
TOBG-MED-1270_920	1	0
TOBG-MED-1270_921	1	0
TOBG-MED-1270_923	2	0
TOBG-MED-1270_926	1	0
TOBG-MED-1270_933	2	0
TOBG-MED-1270_938	1	0
TOBG-MED-1270_94	1	0
TOBG-MED-1270_940	1	0
TOBG-MED-1270_942	3	0
TOBG-MED-1270_947	2	8
TOBG-MED-1270_95	1	0
TOBG-MED-1270_960	17	4
TOBG-MED-1270_961	25	0
TOBG-MED-1270_962	39	0
TOBG-MED-1270_963	2	0
TOBG-MED-1270_966	1	0
TOBG-MED-1270_968	1	0
TOBG-MED-1270_97	1	0
TOBG-MED-1270_972	3	0
TOBG-MED-1270_973	1	0
TOBG-MED-1270_976	1	0
TOBG-MED-1270_977	4	0
TOBG-MED-1270_981	3	0
TOBG-MED-1270_983	1	0
TOBG-MED-1270_986	3	0
TOBG-MED-1270_987	1	2
TOBG-MED-1270_988	1	0
TOBG-MED-1270_99	1	0
TOBG-MED-1270_992	1	0
TOBG-MED-1270_995	3	0
TOBG-MED-1270_998	1	0
TOBG-MED-174_101	1	0
TOBG-MED-174_1012	1	0
TOBG-MED-174_102	4	0
TOBG-MED-174_1022	1	0
TOBG-MED-174_1043	1	0
TOBG-MED-174_1045	2	3
TOBG-MED-174_1050	1	0
TOBG-MED-174_1053	1	0
TOBG-MED-174_1054	1	0
TOBG-MED-174_1056	1	0
TOBG-MED-174_106	2	15
TOBG-MED-174_1076	2	0
TOBG-MED-174_1077	1	0
TOBG-MED-174_1078	4	0
TOBG-MED-174_1079	1	0
TOBG-MED-174_108	2	5
TOBG-MED-174_1098	1	0
TOBG-MED-174_110	8	0
TOBG-MED-174_111	7	0
TOBG-MED-174_112	2.245	0
TOBG-MED-174_113	1	0
TOBG-MED-174_114	3	0
TOBG-MED-174_115	7	0
TOBG-MED-174_1150	1	0
TOBG-MED-174_116	4	0
TOBG-MED-174_1160	2	0
TOBG-MED-174_1167	4	0
TOBG-MED-174_1168	1	0
TOBG-MED-174_1169	1	0
TOBG-MED-174_117	2	0
TOBG-MED-174_1170	4	0
TOBG-MED-174_1171	1	0
TOBG-MED-174_1176	5	0
TOBG-MED-174_118	2	0
TOBG-MED-174_119	6	0
TOBG-MED-174_1194	1	0
TOBG-MED-174_1199	1	0
TOBG-MED-174_120	5	8
TOBG-MED-174_121	1	0
TOBG-MED-174_1218	3	25
TOBG-MED-174_123	3	5
TOBG-MED-174_1238	3	0
TOBG-MED-174_1247	2	0
TOBG-MED-174_1248	3	3
TOBG-MED-174_1249	1	0
TOBG-MED-174_125	10	0
TOBG-MED-174_1251	1	0
TOBG-MED-174_1252	1	0
TOBG-MED-174_1253	1	0
TOBG-MED-174_1255	4	0
TOBG-MED-174_1256	1	0
TOBG-MED-174_1257	17	0
TOBG-MED-174_1258	2	6
TOBG-MED-174_1259	8	0
TOBG-MED-174_1260	25	0
TOBG-MED-174_1261	10	0
TOBG-MED-174_1263	0.5	0
TOBG-MED-174_128	1	0
TOBG-MED-174_1281	5	0
TOBG-MED-174_1282	1	0
TOBG-MED-174_1284	1	0
TOBG-MED-174_1285	1	0
TOBG-MED-174_129	2	3
TOBG-MED-174_1291	2	2
TOBG-MED-174_1295	1	0
TOBG-MED-174_130	5	0
TOBG-MED-174_131	5	6
TOBG-MED-174_1314	1	0
TOBG-MED-174_132	10	2
TOBG-MED-174_1328	2	38
TOBG-MED-174_1329	1	0
TOBG-MED-174_133	20	3
TOBG-MED-174_1343	2	0
TOBG-MED-174_1349	2	0
TOBG-MED-174_1356	1	0
TOBG-MED-174_1365	1	0
TOBG-MED-174_137	2	0
TOBG-MED-174_1371	5	0
TOBG-MED-174_1372	3	0
TOBG-MED-174_1373	28	0
TOBG-MED-174_1374	1	0
TOBG-MED-174_1375	11	0
TOBG-MED-174_1378	10	0
TOBG-MED-174_138	1	0
TOBG-MED-174_1380	13	0
TOBG-MED-174_1381	23	0
TOBG-MED-174_1389	2	0
TOBG-MED-174_1390	3	0
TOBG-MED-174_1391	10	0
TOBG-MED-174_1393	3	0
TOBG-MED-174_1394	3	6
TOBG-MED-174_1396	1	18
TOBG-MED-174_1398	3	0
TOBG-MED-174_1399	1	0
TOBG-MED-174_140	4	0
TOBG-MED-174_1400	3	18
TOBG-MED-174_1401	3	0
TOBG-MED-174_1402	1	0
TOBG-MED-174_141	1	0
TOBG-MED-174_142	1	0
TOBG-MED-174_143	9	8
TOBG-MED-174_144	4	0
TOBG-MED-174_145	2	0
TOBG-MED-174_146	2	0
TOBG-MED-174_147	2	0
TOBG-MED-174_148	1	0
TOBG-MED-174_150	1	0
TOBG-MED-174_151	4	0
TOBG-MED-174_152	1	0
TOBG-MED-174_153	3	0
TOBG-MED-174_155	2	0
TOBG-MED-174_157	1	0
TOBG-MED-174_158	3	0
TOBG-MED-174_159	8	0
TOBG-MED-174_160	1	9
TOBG-MED-174_161	1	12
TOBG-MED-174_162	7	0
TOBG-MED-174_163	4	0
TOBG-MED-174_164	3	0
TOBG-MED-174_166	5	0
TOBG-MED-174_167	8	9
TOBG-MED-174_168	2	0
TOBG-MED-174_169	0.5	0
TOBG-MED-174_17	5	0
TOBG-MED-174_179	1	1
TOBG-MED-174_18	2	0
TOBG-MED-174_186	1	0
TOBG-MED-174_19	4	0
TOBG-MED-174_190	1	0
TOBG-MED-174_191	1	0
TOBG-MED-174_192	2	0
TOBG-MED-174_2	1	0
TOBG-MED-174_202	3	0
TOBG-MED-174_204	1	0
TOBG-MED-174_24	5	0
TOBG-MED-174_247	1	0
TOBG-MED-174_249	3	0
TOBG-MED-174_25	1	0
TOBG-MED-174_250	3	0
TOBG-MED-174_252	3	0
TOBG-MED-174_256	1	0
TOBG-MED-174_263	2	0
TOBG-MED-174_265	2	17
TOBG-MED-174_27	1	0
TOBG-MED-174_279	1	0
TOBG-MED-174_28	3	0
TOBG-MED-174_281	1	0
TOBG-MED-174_29	3	0
TOBG-MED-174_290	2	0
TOBG-MED-174_296	1	0
TOBG-MED-174_30	1	0
TOBG-MED-174_302	1	0
TOBG-MED-174_306	2	0
TOBG-MED-174_31	1	0
TOBG-MED-174_339	3	6
TOBG-MED-174_34	1	0
TOBG-MED-174_344	3	0
TOBG-MED-174_346	1	0
TOBG-MED-174_348	1	0
TOBG-MED-174_349	2	0
TOBG-MED-174_350	1	0
TOBG-MED-174_351	2	0
TOBG-MED-174_365	1	6
TOBG-MED-174_366	2	0
TOBG-MED-174_367	1	0
TOBG-MED-174_368	15	19
TOBG-MED-174_37	1	0
TOBG-MED-174_371	3	0
TOBG-MED-174_372	6	0
TOBG-MED-174_374	2	1
TOBG-MED-174_375	1	0
TOBG-MED-174_377	1	0
TOBG-MED-174_380	1	0
TOBG-MED-174_381	3	0
TOBG-MED-174_382	1	0
TOBG-MED-174_385	1	0
TOBG-MED-174_414	1	0
TOBG-MED-174_426	3	1
TOBG-MED-174_441	1	8
TOBG-MED-174_444	1	0
TOBG-MED-174_445	2	0
TOBG-MED-174_446	2	0
TOBG-MED-174_457	2	6
TOBG-MED-174_458	5	0
TOBG-MED-174_459	1	0
TOBG-MED-174_475	1	0
TOBG-MED-174_497	3	0
TOBG-MED-174_498	0.5	0
TOBG-MED-174_505	5	0
TOBG-MED-174_506	2	0
TOBG-MED-174_509	3	9
TOBG-MED-174_514	2	0
TOBG-MED-174_515	6	0
TOBG-MED-174_517	0.5	0
TOBG-MED-174_526	1	0
TOBG-MED-174_547	0.5	0
TOBG-MED-174_548	1	0
TOBG-MED-174_576	1	0
TOBG-MED-174_579	1	0
TOBG-MED-174_581	3	0
TOBG-MED-174_582	2	0
TOBG-MED-174_584	1	0
TOBG-MED-174_594	1	0
TOBG-MED-174_595	5	0
TOBG-MED-174_597	1	0
TOBG-MED-174_598	1	4
TOBG-MED-174_60	4	40
TOBG-MED-174_601	2	0
TOBG-MED-174_609	3	0
TOBG-MED-174_63	2	0
TOBG-MED-174_64	2	0
TOBG-MED-174_640	1	0
TOBG-MED-174_641	1	0
TOBG-MED-174_651	1.5	0
TOBG-MED-174_653	1	0
TOBG-MED-174_663	5	20
TOBG-MED-174_68	2	3
TOBG-MED-174_69	1	0
TOBG-MED-174_699	1	0
TOBG-MED-174_70	2	0
TOBG-MED-174_71	2	0
TOBG-MED-174_715	5	0
TOBG-MED-174_716	4	0
TOBG-MED-174_718	3	0
TOBG-MED-174_72	3	0
TOBG-MED-174_724	1	0
TOBG-MED-174_729	2	0
TOBG-MED-174_730	1	0
TOBG-MED-174_74	3	0
TOBG-MED-174_747	3	5
TOBG-MED-174_748	5	0
TOBG-MED-174_75	2	1
TOBG-MED-174_750	1	0
TOBG-MED-174_751	7	0
TOBG-MED-174_752	5	0
TOBG-MED-174_767	3	0
TOBG-MED-174_768	1	0
TOBG-MED-174_77	3	0
TOBG-MED-174_770	3	0
TOBG-MED-174_771	2	0
TOBG-MED-174_773	1	0
TOBG-MED-174_774	1	1
TOBG-MED-174_775	1	0
TOBG-MED-174_788	1	8
TOBG-MED-174_797	7	9
TOBG-MED-174_798	1	0
TOBG-MED-174_801	1	0
TOBG-MED-174_802	4	0
TOBG-MED-174_803	1	0
TOBG-MED-174_804	2	7
TOBG-MED-174_805	2	0
TOBG-MED-174_806	7	0
TOBG-MED-174_807	2	0
TOBG-MED-174_809	1	0
TOBG-MED-174_810	4	2
TOBG-MED-174_811	1	0
TOBG-MED-174_813	1	2
TOBG-MED-174_814	1	0
TOBG-MED-174_815	5	14
TOBG-MED-174_816	3	0
TOBG-MED-174_817	2	0
TOBG-MED-174_818	6	0
TOBG-MED-174_820	9	0
TOBG-MED-174_821	5	0
TOBG-MED-174_822	3	0
TOBG-MED-174_825	4	0
TOBG-MED-174_828	22	7
TOBG-MED-174_837	1	0
TOBG-MED-174_844	2	7
TOBG-MED-174_845	3	5
TOBG-MED-174_846	2	0
TOBG-MED-174_847	4	0
TOBG-MED-174_848	6	0
TOBG-MED-174_849	2	0
TOBG-MED-174_850	2	0
TOBG-MED-174_851	2	0
TOBG-MED-174_852	1	0
TOBG-MED-174_853	1	0
TOBG-MED-174_854	2	0
TOBG-MED-174_859	1	0
TOBG-MED-174_865	1	0
TOBG-MED-174_872	1	0
TOBG-MED-174_874	1	0
TOBG-MED-174_880	3	4
TOBG-MED-174_881	1	0
TOBG-MED-174_882	1	0
TOBG-MED-174_884	4	0
TOBG-MED-174_885	3	0
TOBG-MED-174_886	1	0
TOBG-MED-174_887	2	0
TOBG-MED-174_889	2	5
TOBG-MED-174_890	1	0
TOBG-MED-174_891	1	8
TOBG-MED-174_895	3	0
TOBG-MED-174_90	4	0
TOBG-MED-174_911	1	3
TOBG-MED-174_915	6	0
TOBG-MED-174_916	4	0
TOBG-MED-174_917	2	13
TOBG-MED-174_918	2	0
TOBG-MED-174_921	1	0
TOBG-MED-174_922	1	2
TOBG-MED-174_923	1	0
TOBG-MED-174_924	3	0
TOBG-MED-174_925	4	0
TOBG-MED-174_926	2	26
TOBG-MED-174_927	1	0
TOBG-MED-174_929	1	0
TOBG-MED-174_935	1	6
TOBG-MED-174_936	1	0
TOBG-MED-174_937	7	11
TOBG-MED-174_941	1	0
TOBG-MED-174_942	4	0
TOBG-MED-174_947	1	0
TOBG-MED-174_949	4	0
TOBG-MED-174_950	3	0
TOBG-MED-174_956	1	4
TOBG-MED-174_957	2	0
TOBG-MED-174_960	4	2
TOBG-MED-174_961	8	0
TOBG-MED-174_963	3	0
TOBG-MED-174_964	1	0
TOBG-MED-174_965	2	9
TOBG-MED-174_966	1	0
TOBG-MED-174_967	2	0
TOBG-MED-174_968	1	0
TOBG-MED-174_969	1	0
TOBG-MED-174_970	1	0
TOBG-MED-174_986	2	0
TOBG-MED-174_989	2	0
TOBG-MED-587_100	3	0
TOBG-MED-587_1000	4	0
TOBG-MED-587_1001	4	0
TOBG-MED-587_1003	3	0
TOBG-MED-587_1004	5	10
TOBG-MED-587_1005	4	0
TOBG-MED-587_1006	1	2
TOBG-MED-587_1008	3	0
TOBG-MED-587_1009	3	0
